Post Number,Title,Weekday,Date,Month,Day,Year,Author,Categories,Graphics,Length,Comments,Tweets
908,"Worse Than Inflation, Ctd",Friday,"April 29th, 2011",April,29,2011,Karl Smith,Economics,0,77,1,3
909,Searching For Eden,Friday,"April 29th, 2011",April,29,2011,Karl Smith,Society,0,826,4,3
910,Bernanke and the Dollar,Friday,"April 29th, 2011",April,29,2011,Karl Smith,Economics,1,489,0,3
911,Serenity in Markets and Government,Friday,"April 29th, 2011",April,29,2011,Karl Smith,Economics,0,199,1,3
912,Let&rsquo;s Talk Ham and Eggs,Friday,"April 29th, 2011",April,29,2011,Karl Smith,Economics,4,199,0,3
913,The Fed Queen&#8217;s Race,Friday,"April 29th, 2011",April,29,2011,Niklas Blanchard,"Data Release , Economics | Tags: Federal Reserve , NGDP , Trend Growth",1,225,5,3
914,Fiscal Fable&ndash;a Light Hearted Rejoinder,Friday,"April 29th, 2011",April,29,2011,Karl Smith,Economics,0,388,3,3
915,Stephen Williamson&#8217;s Baffling Conjecture,Thursday,"April 28th, 2011",April,28,2011,Niklas Blanchard,"Economics | Tags: Ben Bernanke , David Beckworth , Fed , Federal Reserve , Inflation , Marcus Nunes , NGDP , QE , Quantitative Easing , Steven Williamson",2,860,5,3
916,Getting the Right Ems,Thursday,"April 28th, 2011",April,28,2011,Karl Smith,Futurism,0,423,4,3
917,"Forecasts are hard, especially about the future",Thursday,"April 28th, 2011",April,28,2011,Karl Smith,Economics,0,369,3,3
918,"Worse Than Inflation, Part I",Thursday,"April 28th, 2011",April,28,2011,Karl Smith,Economics,1,153,0,3
919,Inflation Hawks and the Modern State,Thursday,"April 28th, 2011",April,28,2011,Karl Smith,Economics,0,528,9,3
920,Keynes vs. Hayek,Thursday,"April 28th, 2011",April,28,2011,Karl Smith,Economics,0,120,12,3
921,New Profits and Recalculation,Thursday,"April 28th, 2011",April,28,2011,Karl Smith,Economics,0,195,2,3
922,Sorting to Stagnation?,Thursday,"April 28th, 2011",April,28,2011,Karl Smith,Economics,1,412,2,3
923,Notes on Bernanke GDP and Growth,Thursday,"April 28th, 2011",April,28,2011,Karl Smith,Economics,0,356,2,3
924,Fight of the Century,Thursday,"April 28th, 2011",April,28,2011,Niklas Blanchard,Uncategorized,0,56,0,3
925,There Will Be No NGDP Targeting,Wednesday,"April 27th, 2011",April,27,2011,Niklas Blanchard,"Economics | Tags: Economy , Fed Meeting , FedSpeaks , Inflation , jobs , NGDP Targeting , Unemployment",1,894,2,3
926,Of carbon taxes and price elasticities,Wednesday,"April 27th, 2011",April,27,2011,Adam Ozimek,"Economics , Global Warming | Tags: carbon tax , oil demand , price elasticity",1,996,14,3
927,Echoing Good Ideas,Wednesday,"April 27th, 2011",April,27,2011,Niklas Blanchard,"Economics | Tags: Barack Obama , brad delong , Christina Romer , Fed Policy , Federal Reserve , Inflation , Joseph Gagnon , Monetary policy , NGDP , Paul Krugman , Price Level , QE , Quantitative Easing , Scott Sumner , Targets",0,606,3,3
928,"Are There Too Many Homes in America, Ctd",Tuesday,"April 26th, 2011",April,26,2011,Karl Smith,Economics,0,141,1,3
929,The CPI and houses,Tuesday,"April 26th, 2011",April,26,2011,Adam Ozimek,"Economics | Tags: CPI , house prices , OER",1,697,2,3
930,Education Reform Realism,Monday,"April 25th, 2011",April,25,2011,Adam Ozimek,Uncategorized,0,342,2,3
931,The Propensity to Tinker and Impress,Monday,"April 25th, 2011",April,25,2011,Karl Smith,Economics,0,239,0,3
932,Housing Bubbles,Sunday,"April 24th, 2011",April,24,2011,Karl Smith,Economics,1,232,6,3
933,"There Will Be Taxes, Ctd",Sunday,"April 24th, 2011",April,24,2011,Karl Smith,Economics,0,197,1,3
934,The Veil of Government,Sunday,"April 24th, 2011",April,24,2011,Karl Smith,Society,0,508,5,3
935,"There Will Be Taxes, Ctd",Saturday,"April 23rd, 2011",April,23,2011,Karl Smith,Economics,0,266,6,3
936,The US Health Care System IS the Most Efficient in the World,Saturday,"April 23rd, 2011",April,23,2011,Karl Smith,Economics,1,906,20,3
937,Hanson on Long Run Health Care Costs,Saturday,"April 23rd, 2011",April,23,2011,Karl Smith,Economics,0,1187,6,3
938,Nothing New Here,Friday,"April 22d, 2011",April,22,2011,Niklas Blanchard,Babble | Tags: Earth Day,1,117,0,3
939,"Taxes, the Dollar and Current Account Surpluses",Friday,"April 22d, 2011",April,22,2011,Karl Smith,Economics,0,532,5,3
940,Leigh Caldwell Petitions the State,Friday,"April 22d, 2011",April,22,2011,Niklas Blanchard,"Society | Tags: behavioral economics , Britain , Government , Leigh Caldwell , Liberatrian Paternalism , Mexico , Oportunidades",0,594,0,3
941,"Capital Movement, Should You Restrict It?",Friday,"April 22d, 2011",April,22,2011,Niklas Blanchard,"Economics | Tags: Capital , Free Trade , Labor , protectionism",0,579,6,3
942,Idle Millionaires and Monetary Policy,Friday,"April 22d, 2011",April,22,2011,Niklas Blanchard,"Economics | Tags: Leigh Caldwell , Steven Landsburg",0,1003,8,3
943,Stated vs Revealed Preferences: Green Products Edition,Thursday,"April 21st, 2011",April,21,2011,Adam Ozimek,Uncategorized,0,152,2,3
944,Hypocrisy and the Social Contract,Thursday,"April 21st, 2011",April,21,2011,Karl Smith,Economics,0,337,5,3
945,Why So Many Accusations of Unseriousness,Thursday,"April 21st, 2011",April,21,2011,Karl Smith,Economics,0,249,1,3
946,"Are There Too Many Homes in America, Ctd",Thursday,"April 21st, 2011",April,21,2011,Karl Smith,Economics,0,448,1,3
947,Steven Landsburg. Is He Crazy?,Thursday,"April 21st, 2011",April,21,2011,Niklas Blanchard,"Economics | Tags: Alex Tabarrok , Arnold Kling , brad delong , consumption , gdp , Noah Smith , Steven Landsburg , Taxes , The State",0,885,13,3
948,Glenn Rudebusch on Headline Inflation,Thursday,"April 21st, 2011",April,21,2011,Niklas Blanchard,"Economics | Tags: AD , AS , Crash of 2008 , Glenn Rudebusch , Inflation , Inflation Targeting , Mark Thoma , Monetary policy , NGDP , SF Fed",2,471,0,3
949,"There Will Be Taxes, Ctd",Wednesday,"April 20th, 2011",April,20,2011,Niklas Blanchard,Economics,1,99,3,3
950,"There Will Be Taxes, Ctd",Wednesday,"April 20th, 2011",April,20,2011,Karl Smith,Economics,0,21,0,3
951,Sometimes Patients are Consumers&#8230;,Wednesday,"April 20th, 2011",April,20,2011,Niklas Blanchard,"Society | Tags: Heath Care , markets , Paul Krugman",0,643,8,3
952,Perhaps we are all incredibly bad people,Wednesday,"April 20th, 2011",April,20,2011,Adam Ozimek,Uncategorized,0,485,4,3
953,The problem with romantic jobs,Wednesday,"April 20th, 2011",April,20,2011,Adam Ozimek,"Economics , Law , Modeled Behavior | Tags: public sector jobs",0,481,10,3
954,"Are There Too Many Homes in America, Ctd",Tuesday,"April 19th, 2011",April,19,2011,Karl Smith,"Economics , Society , Urbanism",1,358,3,3
955,"The Genius of Mickey Kaus, Plus Some Comments of My Own.",Tuesday,"April 19th, 2011",April,19,2011,Karl Smith,Economics,0,454,2,3
956,Where Will the Growth Come From?,Tuesday,"April 19th, 2011",April,19,2011,Karl Smith,Economics,2,502,6,3
957,KIPP vs Ravitch,Tuesday,"April 19th, 2011",April,19,2011,Adam Ozimek,"Science , Teaching | Tags: charters , Diane Ravitch , education , school choice",0,976,19,3
958,Jim Manzi on the Budget,Tuesday,"April 19th, 2011",April,19,2011,Karl Smith,Economics,0,218,0,3
959,The Type and Location of Charity,Tuesday,"April 19th, 2011",April,19,2011,Niklas Blanchard,Society | Tags: education,0,784,1,3
960,Markets need information,Monday,"April 18th, 2011",April,18,2011,Adam Ozimek,Uncategorized,0,350,2,3
961,James Bullard: &#8220;Headline Inflation the Proper Target&#8221;,Monday,"April 18th, 2011",April,18,2011,Niklas Blanchard,"Economics | Tags: Inflation , James Bullard , NGDP",3,503,4,3
962,Arnold Kling and Excessive Rationality,Monday,"April 18th, 2011",April,18,2011,Karl Smith,Economics,0,640,5,3
963,Potential US Debt Downgrade,Monday,"April 18th, 2011",April,18,2011,Karl Smith,Economics,0,566,8,3
964,"Atlas, Ugh",Monday,"April 18th, 2011",April,18,2011,Karl Smith,Society,0,494,4,3
965,"Taxes, Spending and Debt, Ctd",Monday,"April 18th, 2011",April,18,2011,Karl Smith,Economics,0,174,0,3
966,Education: Supply Side Deficiencies or a Bubble?,Monday,"April 18th, 2011",April,18,2011,Niklas Blanchard,"Society | Tags: education , Matt Yglesias , Noah Smith , Tuition",1,717,5,3
967,David Frum On Making the World Anew,Saturday,"April 16th, 2011",April,16,2011,Karl Smith,"Economics , Society",0,118,2,3
968,The Elasticity of the &#8220;Love Hypothesis&#8221;,Saturday,"April 16th, 2011",April,16,2011,Niklas Blanchard,"Society | Tags: education , Karl Smith , Love Hypothesis , Robin Hanson",0,423,1,3
969,Where We Go From Here,Saturday,"April 16th, 2011",April,16,2011,Karl Smith,Economics,0,409,1,3
970,"There Will Be Taxes, Ctd",Saturday,"April 16th, 2011",April,16,2011,Karl Smith,Economics,0,25,0,3
971,Why Do We Send Kids to School?,Saturday,"April 16th, 2011",April,16,2011,Karl Smith,Economics,1,554,9,3
972,Imagining a world without the moon race,Saturday,"April 16th, 2011",April,16,2011,Adam Ozimek,Uncategorized,0,308,4,3
973,Landsburg on Responsibility,Friday,"April 15th, 2011",April,15,2011,Karl Smith,Economics,0,718,5,3
974,"Taxes, Spending and Debt",Friday,"April 15th, 2011",April,15,2011,Karl Smith,Economics,0,743,11,3
975,In Defense of Cash,Thursday,"April 14th, 2011",April,14,2011,Karl Smith,Economics,0,256,6,3
976,When You Are Engulfed in a Deficit Crisis,Thursday,"April 14th, 2011",April,14,2011,Karl Smith,Economics,1,881,4,3
977,How I Learned to Start Worrying and Love Mike Mandel,Thursday,"April 14th, 2011",April,14,2011,Karl Smith,Economics,0,321,1,3
978,An Economist&#8217;s Take on the Qualified Acceptability Requirement,Thursday,"April 14th, 2011",April,14,2011,Niklas Blanchard,Society,1,1242,5,3
979,Gary Becker&#8217;s Immigration Plan,Wednesday,"April 13th, 2011",April,13,2011,Adam Ozimek,Economics,0,485,4,3
980,Uncapping the Payroll Tax Should Be the GOPs Primary Short Term Objective,Wednesday,"April 13th, 2011",April,13,2011,Karl Smith,Economics,0,359,0,3
981,Is Finance Leeching Off America: Fed Interest Rate Risk Edition,Wednesday,"April 13th, 2011",April,13,2011,Karl Smith,Economics,0,615,8,3
982,PSST and Productivity,Wednesday,"April 13th, 2011",April,13,2011,Karl Smith,Uncategorized,0,197,9,3
983,"There Will Be Taxes, Ctd",Wednesday,"April 13th, 2011",April,13,2011,Karl Smith,Economics,0,257,1,3
984,New JOLTS Data,Wednesday,"April 13th, 2011",April,13,2011,Karl Smith,Economics,1,133,2,3
985,Live Blogging Brink Lindsey&rsquo;s New Paper,Wednesday,"April 13th, 2011",April,13,2011,Karl Smith,Economics,0,808,2,3
986,Engines of Stagnation,Wednesday,"April 13th, 2011",April,13,2011,Karl Smith,Economics,0,242,3,3
987,Modeled Behavior Open Thread on Rorty,Wednesday,"April 13th, 2011",April,13,2011,Karl Smith,Economics,0,237,12,3
988,Alcohol as Market Reform Leader,Wednesday,"April 13th, 2011",April,13,2011,Niklas Blanchard,Babble,1,266,3,3
989,Negative Nominal Interest Rates,Wednesday,"April 13th, 2011",April,13,2011,Karl Smith,Economics,0,467,0,3
990,Obama: Fabian Progressive,Tuesday,"April 12th, 2011",April,12,2011,Karl Smith,"Economics , Health Care , Society",0,418,11,3
991,The Rorty Fast Track,Tuesday,"April 12th, 2011",April,12,2011,Karl Smith,Economics,0,225,11,3
992,The Fed Set Itself Up to Fail,Tuesday,"April 12th, 2011",April,12,2011,Niklas Blanchard,Uncategorized,0,281,3,3
993,Rorty and Truth,Monday,"April 11th, 2011",April,11,2011,Karl Smith,Economics,0,260,6,3
994,Health Care Seriousness vs. Reality,Monday,"April 11th, 2011",April,11,2011,Karl Smith,Economics,0,927,2,3
995,The Most Human Human,Saturday,"April 9th, 2011",April,9,2011,Karl Smith,"Science , Society",0,338,6,3
996,Canada: A Real-World Liberaltarian Model?,Friday,"April 8th, 2011",April,8,2011,Niklas Blanchard,"Babble , Society | Tags: Canada , gdp , Joseph Heath , Kevin Drum , Liberaltarianism , Matt Yglesias , Taxes",1,570,8,3
997,Rainy Day Funds Are For Rainy Days,Friday,"April 8th, 2011",April,8,2011,Karl Smith,Economics,0,222,1,3
998,Are There Moral Facts,Friday,"April 8th, 2011",April,8,2011,Karl Smith,Economics,0,788,2,3
999,Bryan Caplan Turns 40,Friday,"April 8th, 2011",April,8,2011,Karl Smith,Society,0,252,3,3
1000,"Markets, values, regulation, and slaughterhouses",Friday,"April 8th, 2011",April,8,2011,Adam Ozimek,"Economics , Law | Tags: agriculture , industrial agriculture , regulation",0,636,16,3
1001,Interview with Marion Nestle: Regulating Artificial Food Coloring,Thursday,"April 7th, 2011",April,7,2011,Adam Ozimek,"Economics , Health Care , Science | Tags: food policy , Marion Nestle",0,571,10,3
1002,Making the Ryan Economic Assumptions Work,Thursday,"April 7th, 2011",April,7,2011,Karl Smith,Economics,2,247,5,3
1003,Catch Me Doing Wrong,Thursday,"April 7th, 2011",April,7,2011,Karl Smith,Bias and Rationality,1,263,2,3
1004,"Are There Too Many Homes in America, Ctd",Thursday,"April 7th, 2011",April,7,2011,Karl Smith,Economics,1,333,2,3
1005,Is This Why You Are Fat?,Thursday,"April 7th, 2011",April,7,2011,Karl Smith,obesity,0,516,7,3
1006,In The Long Run,Wednesday,"April 6th, 2011",April,6,2011,Karl Smith,"Economics , Global Warming",0,437,8,3
1007,The Boom within a Boom,Wednesday,"April 6th, 2011",April,6,2011,Karl Smith,Economics,0,306,1,3
1008,Am I Completely Wrong,Wednesday,"April 6th, 2011",April,6,2011,Karl Smith,Economics,0,262,11,3
1009,Inflation Expectations: How You Should Judge Me,Wednesday,"April 6th, 2011",April,6,2011,Karl Smith,Economics,0,338,3,3
1010,"Are There Too Many Homes in America, Ctd",Wednesday,"April 6th, 2011",April,6,2011,Karl Smith,Economics,0,252,1,3
1011,"Politics matter less than you think, still a hell of a lot",Wednesday,"April 6th, 2011",April,6,2011,Adam Ozimek,Uncategorized,1,774,10,3
1012,Do Presidents Matter? Let&#8217;s ask President Bachmann&#8217;s America,Tuesday,"April 5th, 2011",April,5,2011,Adam Ozimek,Uncategorized,0,1016,7,3
1013,On Private Money,Tuesday,"April 5th, 2011",April,5,2011,Niklas Blanchard,"Society | Tags: Complementary Currency , Derek Thompson , Fureai Kippu , Private Currency , The Atlantic , What Gives Money Value",0,416,2,3
1014,YgleiasCare,Tuesday,"April 5th, 2011",April,5,2011,Karl Smith,Economics,0,84,1,3
1015,The Ryan Health Plan,Tuesday,"April 5th, 2011",April,5,2011,Karl Smith,Economics,0,1046,7,3
1016,On Pessimism,Monday,"April 4th, 2011",April,4,2011,Karl Smith,"Economics , Society",0,99,5,3
1017,Rogoff on Markets and Sovereign Debt,Monday,"April 4th, 2011",April,4,2011,Karl Smith,Economics,0,191,1,3
1018,Is Quantitative Easing Working?,Monday,"April 4th, 2011",April,4,2011,Karl Smith,Economics,4,682,3,3
1019,Paternalism watch: is there too much food coloring in our lives?,Monday,"April 4th, 2011",April,4,2011,Adam Ozimek,"Economics , Health Care , Science | Tags: paternalism",1,414,5,3
1020,Healthy Living Vouchers,Sunday,"April 3rd, 2011",April,3,2011,Karl Smith,"Health Care , obesity",0,855,6,3
1021,Genetics and Egalitarianism,Saturday,"April 2d, 2011",April,2,2011,Karl Smith,"Economics , Society",0,316,17,3
1022,"I Got .99 Problems, But Pricing Ain&#8217;t One.",Friday,"April 1st, 2011",April,1,2011,Niklas Blanchard,"Economics , Society | Tags: Leigh Caldwell , Pricing Theory",0,409,8,3
1023,Tax Like the South? Why Not?,Friday,"April 1st, 2011",April,1,2011,Niklas Blanchard,"Economics | Tags: Bruce Bartlett , Constitutional Amendment , ezra klein , Gop , Taxes",1,695,5,3
1024,"Investment, Unemployment and Government Spending",Friday,"April 1st, 2011",April,1,2011,Karl Smith,Economics,6,611,1,3
1025,What can we do about spending as a percent of GDP?,Friday,"April 1st, 2011",April,1,2011,Adam Ozimek,Society | Tags: immigration,0,283,5,3
1026,Garett Jones and TARP,Friday,"April 1st, 2011",April,1,2011,Karl Smith,Economics | Tags: TARP,5,1362,2,3
1027,A Quick Thought on Moral Nativism,Thursday,"March 31st, 2011",March,31,2011,Karl Smith,"Society | Tags: morality , Will Wilkinson",0,325,7,3
1028,What the neoliberal order hath wrought,Thursday,"March 31st, 2011",March,31,2011,Adam Ozimek,Uncategorized,0,267,3,3
1029,Are we built for morality?,Thursday,"March 31st, 2011",March,31,2011,Adam Ozimek,"Society | Tags: moral objectivism , moral philosophy , Noam Chomsky",0,1023,9,3
1030,I Still Think Mandel is Wrong on the Productivity Surge,Wednesday,"March 30th, 2011",March,30,2011,Karl Smith,Economics,0,467,2,3
1031,"Monetary Policy is too Tight: Set a Target, or Find an Interest Group?",Wednesday,"March 30th, 2011",March,30,2011,Niklas Blanchard,"Economics | Tags: David Leonhardt , Federal Reserve , Kevin Drum , Monetary policy , NGDP",0,876,4,3
1032,Robin Hanson Has A Nice Take on The Great Stagnation,Wednesday,"March 30th, 2011",March,30,2011,Karl Smith,Economics,1,142,15,3
1033,The Great Stagnation and the Socialvore,Wednesday,"March 30th, 2011",March,30,2011,Karl Smith,Uncategorized,0,419,10,3
1034,Optimal Linking Strategies: 930AM Post Mentions GOP Stupidity,Wednesday,"March 30th, 2011",March,30,2011,Karl Smith,"Economics , Society | Tags: Blogosphere , Headlines , Twitter",1,180,1,3
1035,In Which I Disagree With Almost Every Word Mike Mandel Says,Tuesday,"March 29th, 2011",March,29,2011,Karl Smith,Economics,2,2051,5,3
1036,Are There Too Many Homes in America Part III: Its May Soon Be Cheaper to Buy Than To Rent,Tuesday,"March 29th, 2011",March,29,2011,Karl Smith,"Economics , Urbanism | Tags: housing , regulation , Urbanism",1,501,3,3
1037,More on GOP Staff&rsquo;s Assertion that Growth Through Consolidation is Theoretically Possible,Tuesday,"March 29th, 2011",March,29,2011,Karl Smith,Economics,0,722,5,3
1038,Deficit Bloggingheads With Megan,Tuesday,"March 29th, 2011",March,29,2011,Karl Smith,Economics,2,580,5,3
1039,Bullard on QE,Monday,"March 28th, 2011",March,28,2011,Karl Smith,Economics,0,194,3,3
1040,Multiple Public Moral Equilbria,Monday,"March 28th, 2011",March,28,2011,Karl Smith,Economics,0,627,3,3
1041,The GOP Plan to Raise Employment by Cutting Wages,Monday,"March 28th, 2011",March,28,2011,Karl Smith,Economics,0,612,6,3
1042,Homes and Homeownership,Saturday,"March 26th, 2011",March,26,2011,Karl Smith,Economics,1,338,3,3
1043,An Unsustainable Decline in Home Building,Saturday,"March 26th, 2011",March,26,2011,Karl Smith,Economics | Tags: housing,4,321,9,3
1044,Breaking News: Christina Romer is Scott Sumner in Disguise!,Saturday,"March 26th, 2011",March,26,2011,Niklas Blanchard,"Uncategorized | Tags: Christina Romer , ezra klein , Japan , Monetary policy , NGDP",0,413,4,3
1045,On Our Future Overlords,Saturday,"March 26th, 2011",March,26,2011,Niklas Blanchard,"Society | Tags: Future Policy , Leaders , Millenials",0,626,4,3
1046,Regulatory Prohibition: Wireless Spectrum Reselling,Friday,"March 25th, 2011",March,25,2011,Niklas Blanchard,"Babble | Tags: FCC , Qwest , Telecommunications , US West , Wireless",0,680,2,3
1047,What is the Socially Optimal Number of Wireless Carriers?,Friday,"March 25th, 2011",March,25,2011,Niklas Blanchard,"Babble | Tags: Anti-Trust , AT&amp;T , Communications , FCC , Monopoly , Nortwestern Bell , Qwest , Spectrum , T-Mobile , US West , Verizon , Wireless",0,697,0,3
1048,50 Little Hoovers or 50 Little Ricardos,Thursday,"March 24th, 2011",March,24,2011,Karl Smith,Economics,0,126,4,3
1049,"Politics, Money and Media",Thursday,"March 24th, 2011",March,24,2011,Karl Smith,Economics,0,365,1,3
1050,The Palgrave Rankings,Thursday,"March 24th, 2011",March,24,2011,Karl Smith,Economics,0,368,4,3
1051,It&#8217;s pretty much a goat rodeo until someone sorts it out,Wednesday,"March 23rd, 2011",March,23,2011,Adam Ozimek,Uncategorized,0,184,0,3
1052,Money Will Find a Way,Wednesday,"March 23rd, 2011",March,23,2011,Karl Smith,Economics,0,448,3,3
1053,For Monopoly to Work You have to get Boardwalk and Park Place,Wednesday,"March 23rd, 2011",March,23,2011,Karl Smith,Economics,0,571,5,3
1054,Hiding from Paul Krugman is Easy,Wednesday,"March 23rd, 2011",March,23,2011,Niklas Blanchard,"Economics | Tags: demand , jobs , Labor , Paul Krugman , recalculation , Recession , Supply",0,835,13,3
1055,Size Per Se is No Offense,Tuesday,"March 22d, 2011",March,22,2011,Karl Smith,Economics,0,239,8,3
1056,In Response to the Mankiw Chart Making the Rounds,Monday,"March 21st, 2011",March,21,2011,Karl Smith,Economics,1,127,16,3
1057,Fourteen Non-Obvious Points From Economics,Monday,"March 21st, 2011",March,21,2011,Karl Smith,Economics,0,568,21,3
1058,Computers are taking our jobs: Stata nerds only edition,Monday,"March 21st, 2011",March,21,2011,Adam Ozimek,Science,0,297,7,3
1059,"Multi-Consumer Pricing, Inflation and Recessions",Monday,"March 21st, 2011",March,21,2011,Karl Smith,Economics,1,257,2,3
1060,The End of the Line,Sunday,"March 20th, 2011",March,20,2011,Karl Smith,Babble,0,128,3,3
1061,Are There Too Many Houses in America Part II,Sunday,"March 20th, 2011",March,20,2011,Karl Smith,Economics,0,176,3,3
1062,The Dangers of Radiation,Sunday,"March 20th, 2011",March,20,2011,Adam Ozimek,"Bias and Rationality , Science",0,497,3,3
1063,Are There Too Many Houses in America?,Saturday,"March 19th, 2011",March,19,2011,Karl Smith,Economics,3,275,6,3
1064,Just Born That Way,Saturday,"March 19th, 2011",March,19,2011,Karl Smith,"Science , Society",0,307,15,3
1065,How important are experiments?,Friday,"March 18th, 2011",March,18,2011,Adam Ozimek,"Economics , Science",0,757,1,3
1066,"Science, Society and Epistemic Humility",Friday,"March 18th, 2011",March,18,2011,Karl Smith,"Bias and Rationality , Economics , Science , Society",0,634,2,3
1067,Not Getting It on Climate Change,Friday,"March 18th, 2011",March,18,2011,Karl Smith,Global Warming,0,488,8,3
1068,Economics as Science and Policy Advice: A Reply to Manzi,Friday,"March 18th, 2011",March,18,2011,Karl Smith,"Economics , Science | Tags: economics , Jim Manzi , policy , science",0,1067,1,3
1069,More on Climate Change in America,Friday,"March 18th, 2011",March,18,2011,Karl Smith,"Economics , Global Warming | Tags: Climate Change",1,754,14,3
1070,My Quest For International Fame Part II,Thursday,"March 17th, 2011",March,17,2011,Karl Smith,Economics,0,196,5,3
1071,In A Liquidity Trap Long Term Interests Rates Will . . .,Thursday,"March 17th, 2011",March,17,2011,Karl Smith,Economics | Tags: Krugman,1,247,1,3
1072,Re-Inflating America,Thursday,"March 17th, 2011",March,17,2011,Karl Smith,Economics,1,182,0,3
1073,"Small Government Supporters Aren&rsquo;t Racists, They Are Fictional",Thursday,"March 17th, 2011",March,17,2011,Karl Smith,Economics,2,492,5,3
1074,Is economics a science?,Thursday,"March 17th, 2011",March,17,2011,Adam Ozimek,"Economics , Global Warming , Science",0,1232,45,3
1075,Supply Shock From Japan,Thursday,"March 17th, 2011",March,17,2011,Karl Smith,Economics,0,327,1,3
1076,Economic Impacts of Climate Change Part II,Wednesday,"March 16th, 2011",March,16,2011,Karl Smith,Economics,0,483,1,3
1077,Japan Thought Experiment Update,Wednesday,"March 16th, 2011",March,16,2011,Karl Smith,Economics,2,318,0,3
1078,I Think I Am Getting Tyler Cowen Treasury Yields,Wednesday,"March 16th, 2011",March,16,2011,Karl Smith,Economics,0,266,0,3
1079,In Which I Try Not to Go Shrill,Wednesday,"March 16th, 2011",March,16,2011,Karl Smith,Economics,0,739,15,3
1080,Is Bad Health Insurance Killing People?,Wednesday,"March 16th, 2011",March,16,2011,Karl Smith,Health Care,0,386,2,3
1081,How do charter schools impact outcomes other than test scores?,Wednesday,"March 16th, 2011",March,16,2011,Adam Ozimek,"Teaching | Tags: education , school choice",0,399,5,3
1082,Green Manhattan,Wednesday,"March 16th, 2011",March,16,2011,Karl Smith,Urbanism,0,220,1,3
1083,Economic Damages Are Not Just Damages to the Economy,Tuesday,"March 15th, 2011",March,15,2011,Karl Smith,Economics,0,546,3,3
1084,News You Can Use,Tuesday,"March 15th, 2011",March,15,2011,Karl Smith,"Bias and Rationality , Economics",1,451,2,3
1085,"Godzilla, Japan, and Nuclear Disaster",Monday,"March 14th, 2011",March,14,2011,Adam Ozimek,Uncategorized,0,472,1,3
1086,How economists think about the Great Depression,Monday,"March 14th, 2011",March,14,2011,Adam Ozimek,Economics,0,224,1,3
1087,Mike Huckabee and the Moral Beast,Saturday,"March 12th, 2011",March,12,2011,Karl Smith,"Economics , Society",0,542,7,3
1088,"Public Opinion, Public Values and Policy",Friday,"March 11th, 2011",March,11,2011,Karl Smith,Society,0,535,0,3
1089,Fun With JOLTS Data,Friday,"March 11th, 2011",March,11,2011,Karl Smith,Economics | Tags: churn,2,246,2,3
1090,For Austrians: Do We Scrap the Old Capital?,Friday,"March 11th, 2011",March,11,2011,Karl Smith,Economics | Tags: austrian economics,0,306,7,3
1091,Some Back of the Envelope Nerdery on Corporate Taxes,Friday,"March 11th, 2011",March,11,2011,Karl Smith,Economics | Tags: Corporate Tax,3,856,6,3
1092,"Man and computers, working together to defeat computers",Friday,"March 11th, 2011",March,11,2011,Adam Ozimek,"Futurism , Science , Society | Tags: AI , labor markets",0,439,2,3
1093,How do you protect old teachers?,Thursday,"March 10th, 2011",March,10,2011,Adam Ozimek,Teaching,1,559,9,3
1094,Who Ate My Prosperity: Preterm Drug Edition,Thursday,"March 10th, 2011",March,10,2011,Karl Smith,Economics,0,350,2,3
1095,Politically Correct With Peter King,Thursday,"March 10th, 2011",March,10,2011,Karl Smith,"Society | Tags: michael jackson , peter king , politically correct",0,307,1,3
1096,Pity Charity Liberalism,Thursday,"March 10th, 2011",March,10,2011,Karl Smith,Economics,2,786,6,3
1097,"Republicans, Democrats and the Stock Market",Wednesday,"March 9th, 2011",March,9,2011,Karl Smith,Economics | Tags: stock market,1,243,8,3
1098,A Major Problem Facing the Poor is Lack of Money,Wednesday,"March 9th, 2011",March,9,2011,Karl Smith,"Economics | Tags: Matt Yglesias , Poverty",0,398,2,3
1099,Education by the states,Wednesday,"March 9th, 2011",March,9,2011,Adam Ozimek,"Society , Teaching",1,150,10,3
1100,The Golden Rule: He Who Owns the Limiting Factors Makes the Rules,Tuesday,"March 8th, 2011",March,8,2011,Karl Smith,"Economics | Tags: inequality , robots , Will Wilkinson",0,381,11,3
1101,Tom Vilsack and Sarah Palin,Tuesday,"March 8th, 2011",March,8,2011,Adam Ozimek,Uncategorized,0,345,8,3
1102,Starving the Moral Beast,Tuesday,"March 8th, 2011",March,8,2011,Karl Smith,"Economics , Health Care | Tags: Debt , fiscal policy , health care , Paul Krugman , Tyler Cowen",0,957,18,3
1103,My Favorite Things Blogs,Tuesday,"March 8th, 2011",March,8,2011,Karl Smith,"Babble | Tags: blogging , blogs",0,337,5,3
1104,Centrally planned education,Monday,"March 7th, 2011",March,7,2011,Adam Ozimek,"Economics , Teaching | Tags: labor markets , school choice",0,840,7,3
1105,Interest on Reserves,Sunday,"March 6th, 2011",March,6,2011,Karl Smith,Economics | Tags: Correction,0,89,0,3
1106,Taxes Cuts Drive Deficits,Sunday,"March 6th, 2011",March,6,2011,Karl Smith,"Economics | Tags: Arnold Kling , keynesianism , budgets , tax cuts , charles koch",1,648,11,3
1107,Desperately Seeking Alpha,Sunday,"March 6th, 2011",March,6,2011,Karl Smith,"Economics | Tags: alpha , bias , munis , wall street",0,855,11,3
