postnum	tweets	likes	bin_tweet	bin_like	diff_tweets_likes	prop_tweet	prop_like	comments	title	date	graphics	length	videos	gradelevel	johnsides	henryfarrell	joshuatucker	larrybartels	andrewrudalevige	andrewgelman	jamesfearon	erikvoeten	sarahbinder	ericachenoweth	danhopkins	nolanmccarty	gregorykoger	jonathanrobinson	vanessawilliamson	jasonlyall	hansnoel	suzannemettler	paul	laynamosley	catiebailard	presidency	potpourri	environmentalpolitics	war	comparativepolitics	publicopinion	blogs	politicalscienceandjournalism	campaignsandelections	politicaleconomy	legislativepolitics	graphiti	politicalparties	law	experimentalanalysis	othersocialscience	policy	media	foreignpolicy	internationalrelations	internationalsecurity	methodology	electoralfraud	institutions	frivolity	tedmccaggcartoons	academia	electionreports	immigration	judicial	itandpolitics	data	violence	politicseverywhere	bureaucracy	obituary	sports	politicalscience	protest	housekeeping	senateprocedure	newsletters	healthcare	politicalsciencenews	education	science	musicandotherpopularculture	transitions	politicaltheory	thisweekinpoliticalscience	generalpolitics	interestgroups	methepeople	valid	tweetLike	logtweetlike	has_graphics	smoothtweet	smoothlike	smoothtweetlike	logsmoothtweetlike	loglength	tweetrating	tweetsandlikes	nographicslikes
662	4	0	1	0	4	1	0	0	"The Procedural Side of McConnell's Debt Ceiling Fix"	"7/13/2011"	0	607	0	15.20871	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0				0	5	1	5	.69897	6.408529	.69897	0	0
452	36	2	1	0	34	.9473684	.0526316	4	"The Effects of the Internet on Politics"	"9/14/2011"	0	179	0	16.12417	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	1.255273	0	37	3	12.33333	1.09108	5.187386	1.09108	1	0
329	5	0	1	0	5	1	0	5	"Word Association Quiz"	"10/19/2011"	0	270	0	7.859639	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	6	1	6	.7781513	5.598422	.7781513	0	0
376	1	0	1	0	1	1	0	5	"Flip it around"	"10/4/2011"	0	200	0	8.540116	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	2	1	2	.30103	5.298317	.30103	0	0
174	2	1	1	0	1	.6666667	.3333333	3	"2011 Croatian Parliamentary Elections Report"	"12/8/2011"	0	606	0	18.2563	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	.30103	0	3	2	1.5	.1760913	6.40688	.1760913	1	0
456	11	11	0	1	0	.5	.5	2	"5th Annual NYU-CESS Experiments in Political Science Conference Call For Papers"	"9/12/2011"	0	247	0	11.72812	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	12	12	1	0	5.509388	0	1	0
640	11	9	1	0	2	.55	.45	2	"When Does the Incumbent *Not* Get Held Responsibile for the State of Economy?"	"7/20/2011"	0	1292	0	18.36137	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.222222	.0871502	0	12	10	1.2	.0791813	7.163947	.0791813	1	0
232	6	0	1	0	6	1	0	1	"Rick Perry: the Good Ol' Days"	"11/22/2011"	0	92	0	7.174293	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	7	1	7	.845098	4.521789	.845098	0	0
561	88	83	1	0	5	.5146199	.4853801	7	"Do Austerity Measures Increase the Risk of Social Chaos?"	"8/9/2011"	0	149	0	10.19766	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.060241	.0254046	0	89	84	1.059524	.0251107	5.003946	.0251107	1	0
764	2	0	1	0	2	1	0	4	"ù"	"6/7/2011"	0	309	0	9.562594	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	3	1	3	.4771213	5.733341	.4771213	0	0
651	3	0	1	0	3	1	0	0	"Presumed Consent and Organ Donation"	"7/16/2011"	0	168	0	10.5836	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0				0	4	1	4	.60206	5.123964	.60206	0	0
99	2	0	1	0	2	1	0	2	"When it rains, it pours: More on the Senate"	"1/4/2012"	0	310	0	21.39382	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0				0	3	1	3	.4771213	5.736572	.4771213	0	0
108	13	2	1	0	11	.8666667	.1333333	4	"Public Opinion Polling before the Internment of Japanese-Americans"	"1/2/2012"	0	248	0	21.12195	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6.5	.8129134	0	14	3	4.666667	.6690068	5.513429	.6690068	1	0
78	19	0	1	0	19	1	0	3	"The Inevitability of Mitt Romney"	"1/10/2012"	0	444	0	11.6017	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	20	1	20	1.30103	6.095825	1.30103	0	0
79	9	2	1	0	7	.8181818	.1818182	2	"Annals of New Hampshire Retail Politics"	"1/9/2012"	0	59	0	5.42	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4.5	.6532125	0	10	3	3.333333	.5228787	4.077538	.5228787	1	0
810	16	8	1	0	8	.6666667	.3333333	9	"More Civics Education Does Not Increase Support for Civil Liberties"	"5/23/2011"	0	297	0	12.98786	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	.30103	0	17	9	1.888889	.2762064	5.693732	.2762064	1	0
826	1	0	1	0	1	1	0	6	"Sexual Violence Potpourri"	"5/16/2011"	0	201	0	8.819683	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	2	1	2	.30103	5.303305	.30103	0	0
572	2	0	1	0	2	1	0	1	"Even the liberal New Republic . . ."	"8/7/2011"	0	356	0	11.03334	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0				0	3	1	3	.4771213	5.874931	.4771213	0	0
186	0	0	0	1	0			0	"Potpourri"	"12/6/2011"	0	48	0	2.062286	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	1	1	1	0	3.871201	0	0	0
658	4	6	0	1	-2	.4	.6	1	"ù"	"7/14/2011"	0	337	0	7.425525	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	.6666667	-.1760912	0	5	7	.7142857	-.146128	5.820083	-.146128	1	1
528	3	7	0	1	-4	.3	.7	2	"Muddling Through"	"8/19/2011"	0	569	0	12.64188	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	.4285714	-.3679768	0	4	8	.5	-.30103	6.343881	-.30103	1	1
751	3	2	1	0	1	.6	.4	0	"Exciting Things About Tim Pawlenty!"	"6/9/2011"	0	4	0	-3.205	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.5	.1760913	0	4	3	1.333333	.1249387	1.386294	.1249387	1	0
540	24	22	1	0	2	.5217391	.4782609	6	"The Problems with Studying Civilian Casualties from Drone Usage in Pakistan: What We Can't Know"	"8/17/2011"	0	3100	0	12.77387	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.090909	.0377886	0	25	23	1.086957	.0362122	8.039157	.0362122	1	0
476	4	0	1	0	4	1	0	1	"Is it Turnip Day?"	"9/8/2011"	0	703	0	10.69784	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0				0	5	1	5	.69897	6.555357	.69897	0	0
129	2	3	0	1	-1	.4	.6	0	"Agency Spending and Partisan Politics"	"12/21/2011"	0	601	0	14.45234	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	.6666667	-.1760912	0	3	4	.75	-.1249387	6.398595	-.1249387	1	1
634	31	20	1	0	11	.6078432	.3921569	1	"How the Killing of bin Laden Affected American Attitudes toward Muslims"	"7/21/2011"	0	219	0	12.14998	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.55	.1903317	0	32	21	1.52381	.1829307	5.389072	.1829307	1	0
424	3	0	1	0	3	1	0	0	"Counting the dead"	"9/21/2011"	0	15	0	8.575	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	4	1	4	.60206	2.70805	.60206	0	0
302	3	1	1	0	2	.75	.25	1	"The Supercommittee and Secrecy: A Good Thing?"	"10/28/2011"	0	485	0	14.30848	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	.4771213	0	4	2	2	.30103	6.184149	.30103	1	0
427	2	1	1	0	1	.6666667	.3333333	2	"Politics Everywhere: Football Conference Expansion"	"9/21/2011"	0	70	0	6.567719	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	.30103	0	3	2	1.5	.1760913	4.248495	.1760913	1	0
809	1	0	1	0	1	1	0	0	"This new Pew Typology Report"	"5/23/2011"	0	54	0	3.646818	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	2	1	2	.30103	3.988984	.30103	0	0
841	0	0	0	1	0			0	"Potpourri"	"5/11/2011"	0	35	0	4.076212	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	1	1	1	0	3.555348	0	0	0
348	2	0	1	0	2	1	0	2	"Amusing blog review of a political science article"	"10/13/2011"	0	152	0	8.57574	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	3	1	3	.4771213	5.02388	.4771213	0	0
118	18	5	1	0	13	.7826087	.2173913	0	"Another Holiday Tradition"	"12/24/2011"	0	614	0	14.45931	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3.6	.5563025	0	19	6	3.166667	.5006024	6.419995	.5006024	1	0
76	22	6	1	0	16	.7857143	.2142857	0	"The President Needs Help: Happy Birthday, Brownlow Report!"	"1/10/2012"	0	738	0	13.48102	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3.666667	.5642715	0	23	7	3.285714	.5166298	6.603944	.5166298	1	0
489	3	1	1	0	2	.75	.25	3	"Needed: A Billionaire Candidate for President Who Shares the Views of a Washington Post Columnist"	"9/1/2011"	0	251	0	8.723788	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	.4771213	0	4	2	2	.30103	5.525453	.30103	1	0
466	3	1	1	0	2	.75	.25	1	"Hello Kettle, this is the Pot Calling: Iran Edition (again)"	"9/9/2011"	0	224	0	13.07684	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	.4771213	0	4	2	2	.30103	5.411646	.30103	1	0
485	4	2	1	0	2	.6666667	.3333333	0	"Polarized about polarization"	"9/6/2011"	0	239	0	11.58025	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	.30103	0	5	3	1.666667	.2218487	5.476463	.2218487	1	0
533	4	8	0	1	-4	.3333333	.6666667	5	"Presidential vs. Parliamentary Systems, Responsiveness to Public Opinion, and Financial Markets"	"8/18/2011"	0	667	0	13.34097	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	.5	-.30103	0	5	9	.5555556	-.2552725	6.50279	-.2552725	1	1
285	1	2	0	1	-1	.3333333	.6666667	1	"Prior Experience and Presidential Greatness"	"11/1/2011"	0	62	0	9.74	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	.5	-.30103	0	2	3	.6666667	-.1760912	4.127134	-.1760912	1	1
166	6	0	1	0	6	1	0	0	"The Complexity that is Current Russian Politics"	"12/9/2011"	0	629	0	13.42254	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	7	1	7	.845098	6.444131	.845098	0	0
496	16	38	0	1	-22	.2962963	.7037037	7	"Did the Killing of Osama bin Laden Make Americans Trust Each Other?"	"8/30/2011"	0	410	0	10.32287	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	.4210526	-.3756636	0	17	39	.4358974	-.3606157	6.016157	-.3606157	1	1
748	5	6	0	1	-1	.4545455	.5454546	3	"Controversy over the Christakis-Fowler findings on the contagion of obesity"	"6/10/2011"	0	1632	0	9.567056	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	.8333333	-.0791813	0	6	7	.8571429	-.0669468	7.397562	-.0669468	1	1
168	0	0	0	1	0			0	"Potpourri"	"12/9/2011"	0	22	0	6.42	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	1	1	1	0	3.091043	0	0	0
866	0	0	0	1	0			2	"Where do you stand?"	"5/4/2011"	0	27	0	5.84537	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	1	1	1	0	3.295837	0	0	0
558	8	2	1	0	6	.8	.2	2	"Powerful credit-rating agencies are a creation of the government . . . what does it mean when they bite the hand that feeds them?"	"8/10/2011"	0	383	0	9.521032	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	.60206	0	9	3	3	.4771213	5.948035	.4771213	1	0
502	12	11	1	0	1	.5217391	.4782609	2	"NYT columnist Douthat asks: Should we be disturbed that a leading presidential candidate endorses a pro-slavery position?"	"8/29/2011"	0	533	0	8.950709	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1.090909	.0377886	0	13	12	1.083333	.0347621	6.278522	.0347621	1	0
51	34	0	1	0	34	1	0	2	"Economic Inequality Is All the Rage"	"1/18/2012"	0	302	0	11.444	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	35	1	35	1.544068	5.710427	1.544068	0	0
504	5	0	1	0	5	1	0	7	"In Defense of Studying College Students"	"8/26/2011"	0	312	0	12.51695	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	6	1	6	.7781513	5.743003	.7781513	0	0
641	15	22	0	1	-7	.4054054	.5945946	9	"The Crazy Train"	"7/19/2011"	0	224	1	11.93804	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	.6818182	-.1663314	0	16	23	.6956522	-.1576078	5.411646	-.1576078	1	1
592	0	0	0	1	0			0	"Guest-blogger Jason Lyall"	"8/2/2011"	0	60	0	6.181143	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0				0	1	1	1	0	4.094345	0	0	0
107	57	3	1	0	54	.95	.05	2	"The Representativeness of Iowa Caucusgoers"	"1/3/2012"	0	441	0	8.321642	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	1.278754	0	58	4	14.5	1.161368	6.089045	1.161368	1	0
564	2	0	1	0	2	1	0	0	"Potpourri"	"8/9/2011"	0	109	0	10.01599	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	3	1	3	.4771213	4.691348	.4771213	0	0
768	3	19	0	1	-16	.1363636	.8636364	1	"Drug-Testing and TANF"	"6/6/2011"	0	371	0	15.3975	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	.1578947	-.8016323	0	4	20	.2	-.69897	5.916202	-.69897	1	1
685	2	0	1	0	2	1	0	1	"Potpourri"	"7/5/2011"	0	64	0	5.547845	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	3	1	3	.4771213	4.158883	.4771213	0	0
853	0	0	0	1	0			6	"Checking in on Site Redesign"	"5/9/2011"	0	177	0	7.459243	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0				0	1	1	1	0	5.17615	0	0	0
