Landing Page,Visits,Pages/Visit,Avg. Time on Site,% New Visits,Bounce Rate
/2011/03/what_is_an_economic_conspiracy.html,35,1,0:00:00,71.43%,100.00%
/2011/04/missing_data_imputation--not_a.html,35,1,0:00:42,42.86%,85.71%
/2011/04/prospects_for_new_democracies_.html,35,1.43,0:02:14,71.43%,85.71%
/2011/04/the_sources_of_french_discrimi.html,35,1.14,0:00:11,71.43%,85.71%
/2011/05/how-to-know-you-are-living-next-door-to-osama-bin-laden-clue-57/,35,1,0:00:00,85.71%,100.00%
/2011/05/what-happens-when-terrorist-leaders-are-killed/,35,1.29,0:00:07,100.00%,71.43%
/2011/05/why-it-matters-that-bin-laden-was-behind-recent-terrorist-plots/,35,1.43,0:01:02,57.14%,57.14%
/blog/2008/04/07/post_76/,35,1,0:00:00,71.43%,100.00%
/blog/2009/04/02/blogroll/,35,1.86,0:03:44,100.00%,42.86%
/blog/2009/08/24/public_opinion_and_gay_marriag/,35,3,0:04:21,85.71%,57.14%
/blog/2010/04/08/why_its_so_hard_to_cut_the_fed/,35,1.14,0:00:21,100.00%,85.71%
/blog/2010/11/01/restoring_sanity_one_journal_a/,35,1.14,0:00:00,100.00%,85.71%
/blog/2011/01/18/too_fast_and_too_furious_germa/,35,3.43,0:03:02,100.00%,0.00%
/blog/2011/03/09/epistemic_closure_-_climate_ch/,35,1.14,0:00:08,57.14%,85.71%
/blog/2011/03/10/you_want_more_epistemic_closur/,35,1.43,0:00:26,100.00%,57.14%
/blog/2011/03/20/george_rabinowitz/,35,1.29,0:00:47,42.86%,71.43%
/blog/2011/03/20/monkey_cage_to_begin_charging_/,35,1.14,0:00:31,100.00%,85.71%
/blog/2011/04/12/toddler_democracy/,35,1.14,0:00:07,85.71%,85.71%
/blog/2011/05/13/partisan-bias-in-presidential-rankings/,35,2,0:05:55,57.14%,57.14%
/blog/2011/05/13/should-political-scientists-care-more-about-politics/,35,2.43,0:00:46,71.43%,71.43%
/blog/2011/05/20/software-for-teaching/,35,1.71,0:05:59,85.71%,71.43%
/blog/2011/07/07/call-for-writers-for-coming-election-reports/,35,1.57,0:00:12,100.00%,57.14%
/blog/2011/07/14/the-debt-ceiling-and-blame-for-obama-and-the-gop/,35,1.14,0:00:39,85.71%,85.71%
/blog/2011/08/06/from-aaa-to-aa-markets-governments-and-the-downgrade/,35,1.86,0:01:45,71.43%,57.14%
/blog/2011/08/15/things-we-learned-from-the-iowa-straw-poll/,35,1.29,0:00:10,57.14%,71.43%
/blog/2011/08/16/calvin-college-update/,35,1.71,0:01:30,85.71%,42.86%
/blog/2011/08/17/dont-blame-the-american-public-for-the-d-c-deadlock/,35,1.29,0:00:00,85.71%,71.43%
/blog/2011/08/18/institutions-and-politics/,35,1.14,0:00:36,100.00%,85.71%
/blog/2011/08/24/how-students-use-and-dont-use-libraries/,35,2.29,0:03:33,85.71%,71.43%
/blog/2011/08/25/twitter-is-faster-than-an-earthquake/,35,1.14,0:01:11,71.43%,85.71%
/blog/2011/08/26/in-defense-of-studying-college-students/,35,2.43,0:01:16,42.86%,42.86%
/blog/2011/09/08/what-john-galliano-can-teach-americans-about-free-speech/,35,1.43,0:02:01,85.71%,71.43%
/blog/2011/09/19/human-rights-prosecutions-and-distinguishing-between-nascent-democracies-and-autocracies-a-response-to-sikkink/,35,1,0:00:00,71.43%,100.00%
/blog/2011/09/21/election-report-united-arab-emirates/,35,1.14,0:00:18,85.71%,85.71%
/blog/2011/09/26/social-pressure-in-obamas-fundraising/,35,1.43,0:01:19,85.71%,57.14%
/blog/2011/10/04/why-omb-is-not-who-and-why-we-might-care/,35,1.43,0:00:21,85.71%,85.71%
/blog/2011/10/21/what-class-warfare-really-looks-like/,35,1,0:00:00,100.00%,100.00%
/blog/2011/10/25/switzerland-post-election-report-2011-parliamentary-elections/,35,1.14,0:01:35,71.43%,85.71%
/blog/2011/10/31/post-election-report-argentina/,35,1.14,0:00:12,100.00%,85.71%
/blog/2011/11/04/does-money-affect-election-outcomes-in-us-politics-a-quick-review-of-the-literature/,35,1.14,0:00:00,85.71%,85.71%
/blog/2011/11/04/the-worlds-most-bizarre-political-ads-part-ii/,35,1.57,0:01:25,85.71%,85.71%
/blog/2011/11/09/public-opinion-about-tax-expenditures-vs-government-grants/,35,1.29,0:00:32,100.00%,71.43%
/blog/2011/11/16/blame-the-sociologists/,35,1.43,0:02:17,71.43%,57.14%
/blog/2011/11/29/voter-turnout-and-fiscal-policy/,35,1.43,0:01:27,42.86%,85.71%
/blog/2011/12/19/how-i-think-about-the-economy-in-iowa-and-the-other-49-states/,35,2,0:01:38,42.86%,85.71%
/blog/2012/01/13/google-david-kreps-and-the-dread-pirate-roberts-problem/,35,1,0:00:00,71.43%,100.00%
/blog/category/election-reports/,35,3.86,0:02:14,57.14%,28.57%
/2007/12/if_you_thoughts_immanuel_kant.html,30,1.17,0:00:22,16.67%,83.33%
/2008/01/inequality_and_media_capture.html,30,1.5,0:00:25,83.33%,66.67%
/2008/01/post_33.html,30,1,0:00:00,83.33%,100.00%
/2008/01/post_37.html,30,1.33,0:02:27,50.00%,66.67%
/2008/02/he_is_the_senator_with_the_mos_1.html,30,1.17,0:00:49,83.33%,83.33%
/2008/02/looking_ahead_to_november.html,30,1.67,0:00:32,50.00%,66.67%
/2008/02/post_59.html,30,1.33,0:01:12,66.67%,66.67%
/2008/03/post_66.html,30,1.5,0:00:38,50.00%,66.67%
/2008/03/post_68.html,30,1.33,0:03:54,33.33%,83.33%
/2008/04/book_cover_design_need_your_he_1.html,30,1,0:00:00,83.33%,100.00%
/2008/04/momentum_and_legitimacy_in_pre.html,30,2.17,0:01:02,50.00%,33.33%
/2008/04/passover_greetings.html,30,1.17,0:00:53,83.33%,83.33%
/2008/04/poor_rural_voters.html,30,1.33,0:00:49,50.00%,83.33%
/2008/05/post_83.html,30,1,0:00:00,66.67%,100.00%
/2008/05/rich_county_poor_county.html,30,1.17,0:01:46,33.33%,83.33%
/2008/06/george_carlin_on_voting.html,30,1.33,0:00:06,50.00%,66.67%
/2008/06/the_worst_sounds.html,30,1.5,0:00:50,100.00%,83.33%
/2008/07/does_religion_distract_the_poo_1.html,30,1.33,0:00:04,100.00%,83.33%
/2008/07/post_100.html,30,2.17,0:01:32,50.00%,83.33%
/2008/07/victory_for_twobuck_chuck.html,30,1,0:00:00,66.67%,100.00%
/2008/08/3_tenured_professors_get_toget.html,30,1.67,0:01:46,16.67%,66.67%
/2008/08/the_branding_of_barack_obama.html,30,1.67,0:00:23,50.00%,66.67%
/2008/08/weisberg_is_right.html,30,1.17,0:01:13,50.00%,83.33%
/2008/09/lance_returns.html,30,1,0:00:00,83.33%,100.00%
/2008/10/post_130.html,30,1.17,0:00:00,50.00%,83.33%
/2008/10/the_bailout_vote_take_2.html,30,1.83,0:05:29,66.67%,66.67%
/2008/10/the_political_economy_of_inequ.html,30,1.17,0:00:51,83.33%,83.33%
/2008/12/corruption_rankings.html,30,1.67,0:00:14,50.00%,50.00%
/2008/12/does_lobbying_buy_a_better_bai.html,30,2.17,0:04:54,50.00%,50.00%
/2008/12/does_walmart_hurt_social_capit.html,30,1.67,0:03:54,50.00%,66.67%
/2008/12/post_148.html,30,1,0:00:00,66.67%,100.00%
/2009/02/randomizing_partisanship.html,30,2.67,0:07:25,66.67%,66.67%
/2009/02/theyll_have_to_pry_um_my_cold.html,30,1,0:00:00,100.00%,100.00%
/2009/03/hiring_networks_in_law_and_pol.html,30,2,0:01:24,83.33%,66.67%
/2009/03/post_171.html,30,1,0:00:00,66.67%,100.00%
/2009/04/post_176.html,30,2.67,0:06:54,83.33%,66.67%
/2009/04/post_180.html,30,2.17,0:01:16,83.33%,33.33%
/2009/04/what_messages_mobilize_politic.html,30,1.17,0:00:11,50.00%,83.33%
/2009/05/and_the_best_place_in_the_worl.html,30,1,0:00:00,100.00%,100.00%
/2009/05/political_revenge_and_lost_ear.html,30,1.17,0:01:06,33.33%,83.33%
/2009/05/post_200.html,30,1.17,0:00:09,66.67%,83.33%
/2009/06/a_little_mental_exercise_for_t.html,30,3.33,0:00:01,100.00%,83.33%
/2009/06/eu_elections_follow_up_results.html,30,1,0:00:00,100.00%,100.00%
/2009/07/personality_profiling_for_grad.html,30,1,0:00:00,50.00%,100.00%
/2009/08/book_review_method_and_meaning.html,30,1.83,0:04:38,83.33%,33.33%
/2009/08/russian_military_reform_blog.html,30,1.17,0:01:12,50.00%,83.33%
/2009/08/why_no_lefthanded_catchers_yog.html,30,1,0:00:00,66.67%,100.00%
/2009/09/election_reports_and_political.html,30,3,0:01:09,83.33%,66.67%
/2009/09/ignite_and_apsa.html,30,1.33,0:01:29,66.67%,83.33%
/2009/09/implications_of_the_2009_japan_1.html,30,2,0:00:51,83.33%,50.00%
/2009/09/racial_attitudes_and_health_ca.html,30,1.83,0:03:23,66.67%,50.00%
/2009/09/thesis_defense.html,30,1,0:00:00,50.00%,100.00%
/2009/10/election_reports_and_political_1.html,30,5.5,0:07:13,66.67%,66.67%
/2009/10/the_worlds_ugliest_buildings.html,30,1.33,0:01:18,83.33%,83.33%
/2009/10/voting_with_the_islands.html,30,1.17,0:00:00,66.67%,83.33%
/2009/11/annals_of_polarization_amazon.html,30,1.33,0:01:45,83.33%,66.67%
/2009/11/what_ny23_and_va_and_nj_mean.html,30,3.33,0:01:29,50.00%,50.00%
/2010/01/did_the_bush_campaign_mobilize.html,30,1,0:00:00,100.00%,100.00%
/2010/02/did_postcommunist_privatizaton_1.html,30,2.33,0:01:20,66.67%,33.33%
/2010/03/2010_togo_presidential_electio.html,30,1.33,0:00:22,33.33%,66.67%
/2010/03/health_care.html,30,1.67,0:01:33,16.67%,66.67%
/2010/03/is_the_parliamentarian_partisa.html,30,1.17,0:00:04,83.33%,83.33%
/2010/03/monsieur_milgram.html,30,1,0:00:00,16.67%,100.00%
/2010/03/the_gary_king_equilibrium.html,30,1,0:00:00,33.33%,100.00%
/2010/03/who_will_watch_the_watchers_a.html,30,1.5,0:02:41,83.33%,66.67%
/2010/03/why_obama_won_the_primary_raci.html,30,1.83,0:00:26,33.33%,50.00%
/2010/04/2010_austrian_presidential_ele_1.html,30,1.17,0:00:20,66.67%,83.33%
/2010/04/an_unprecedented_tragedy_and_c.html,30,1.5,0:03:09,16.67%,50.00%
/2010/04/contagion_and_homophily.html,30,1.33,0:00:01,100.00%,66.67%
/2010/04/kyrgyz_noncolored_revolution_i.html,30,1.67,0:00:27,66.67%,50.00%
/2010/04/moving_efficiently_down_the_fo.html,30,1,0:00:00,83.33%,100.00%
/2010/04/the_powerpoint_mess.html,30,1.33,0:00:06,66.67%,66.67%
/2010/04/when_political_discrimination.html,30,1.17,0:00:16,100.00%,83.33%
/2010/05/elana_kagan_wont_be_influentia.html,30,1.5,0:02:46,16.67%,50.00%
/2010/06/cjr_on_polsci_blogs_and_journa.html,30,1.5,0:04:57,66.67%,50.00%
/2010/06/interested_in_ukraine.html,30,1,0:00:00,66.67%,100.00%
/2010/06/more_on_trust_in_government_an.html,30,1.33,0:00:26,50.00%,83.33%
/2010/06/public_opinion_as_a_means_to_a.html,30,1.33,0:00:11,50.00%,66.67%
/2010/06/random_world_cup_observations.html,30,1.67,0:00:02,16.67%,66.67%
/2010/06/what_if_political_scientists_w.html,30,2.33,0:00:47,33.33%,66.67%
/2010/07/is____________a_liberal.html,30,1.5,0:02:24,50.00%,66.67%
/2010/07/paul_krugman_welcome_to_the_mo.html,30,1.5,0:00:34,66.67%,66.67%
/2010/07/pisspoor_monocausal_social_sci.html,30,1,0:00:00,66.67%,100.00%
/2010/07/the_curious_effects_of_un_secu.html,30,1.33,0:00:27,66.67%,66.67%
/2010/08/apsa_panel_what_can_political.html,30,1.33,0:00:03,33.33%,66.67%
/2010/08/me_talking_to_politico_on_2010.html?source=cmailer,30,1,0:00:00,100.00%,100.00%
/2010/08/the_new_time_magazine.html,30,1,0:00:00,100.00%,100.00%
/2010/08/web_alternatives_to_peer_revie.html,30,1.17,0:00:02,83.33%,83.33%
/2010/09/more_on_the_irrelevance_of_pol.html,30,1.5,0:00:14,66.67%,83.33%
/2010/09/revolving_door_lobbyists.html,30,1.67,0:02:14,33.33%,50.00%
/2010/09/surveying_the_waves_1.html,30,1,0:00:00,100.00%,100.00%
/2010/09/well_im_certain_this_will_chan.html,30,1,0:00:00,66.67%,100.00%
/2010/09/what_political_scientists_can.html,30,1.83,0:00:11,66.67%,66.67%
/2010/09/why_do_we_control_for_sex_in_v.html,30,1.17,0:00:09,83.33%,83.33%
/2010/10/a_new_political_science_blog_m.html,30,1.17,0:00:11,0.00%,83.33%
/2010/10/drought_and_democratization.html,30,1,0:00:00,66.67%,100.00%
/2010/10/for_the_next_time_someone_ment.html,30,1,0:00:00,83.33%,100.00%
/2010/10/forum_issue_devoted_to_interse.html,30,1.83,0:00:12,16.67%,16.67%
/2010/10/how_many_americans_make_more_t.html,30,1.17,0:00:30,50.00%,83.33%
/2010/10/in_which_i_receive_a_grammar_l.html,30,1.83,0:00:16,50.00%,83.33%
/2010/10/misunderstanding_of_divided_go.html,30,1.83,0:08:08,66.67%,66.67%
/2010/10/the_violent_crime_rate_was_abo.html,30,1.33,0:00:35,66.67%,66.67%
/2010/11/2010_house_and_state_legislati.html,30,1.33,0:00:14,50.00%,66.67%
/2010/11/chalmers_johnson_has_died.html,30,1,0:00:00,66.67%,100.00%
/2010/11/how_to_get_a_second_term_in_20.html,30,1,0:00:00,100.00%,100.00%
/2010/11/money_and_the_midterms_are_the.html,30,1.17,0:04:03,66.67%,83.33%
/2010/11/nuclear_whac-a-mole.html,30,2.17,0:06:48,66.67%,50.00%
/2010/11/restoring_sanity_one_journal_a.html?ref=nf,30,1.17,0:00:05,83.33%,83.33%
/2010/11/the_google_map_war.html,30,1.17,0:02:20,83.33%,83.33%
/2010/12/joanne_gowa_scooped_me_by_22_y.html,30,1,0:00:00,33.33%,100.00%
/2010/12/response_to_lane_kenworthy.html,30,1.5,0:00:19,33.33%,66.67%
/2010/12/the_public_doesnt_care_about_d.html,30,1,0:00:00,50.00%,100.00%
/2011/01/how_to_get_quoted.html,30,1.33,0:00:05,66.67%,66.67%
/2011/01/incumbency_advantage_in_2010_a.html,30,1.33,0:01:02,66.67%,83.33%
/2011/01/nationalization_of_presidentia.html,30,1,0:00:00,33.33%,100.00%
/2011/01/the_end_game_for_the_euro_germ.html,30,1.17,0:00:06,16.67%,83.33%
/2011/01/the_parties_really_are_unified.html,30,2,0:01:31,66.67%,66.67%
/2011/01/why_do_the_chinese_think_that_.html,30,1.33,0:02:49,33.33%,66.67%
/2011/01/would_that_lee_were_alive_to_s.html,30,1.17,0:00:08,66.67%,83.33%
/2011/02/against_ranking_presidents.html,30,1.17,0:00:01,50.00%,83.33%
/2011/02/obamas_response_to_egypt_no_ac.html,30,2.33,0:01:52,66.67%,50.00%
/2011/03/changing_norms_for_peer_review.html,30,1.17,0:00:07,66.67%,83.33%
/2011/03/clean_elections_vs_political_s.html?wpisrc=nl_wonk,30,1,0:00:00,66.67%,100.00%
/2011/03/coauthorship_norms.html,30,1.17,0:00:12,16.67%,83.33%
/2011/03/its_no_fun_being_graded_on_a_c.html,30,1.17,0:00:01,66.67%,83.33%
/2011/03/that_wisconsin_conference_comm.html,30,4,0:11:09,66.67%,33.33%
/2011/03/the_obama_effect_abroad.html,30,1.17,0:00:12,100.00%,83.33%
/2011/04/asymmetry_in_political_bias.html,30,2.33,0:03:08,33.33%,50.00%
/2011/04/civil_war_and_mission_creep_in.html,30,2.67,0:02:33,50.00%,66.67%
/2011/04/on_the_rationality_or_irration.html,30,1.17,0:00:03,83.33%,83.33%
/2011/04/the_electoral_consequences_of_.html,30,1,0:00:00,83.33%,100.00%
/2011/04/will_fried_chicken_save_democr.html,30,1.67,0:00:08,66.67%,66.67%
/2011/05/6752/,30,1.17,0:00:00,66.67%,83.33%
/blog/2009/08/16/lefthanded_catchers/,30,1,0:00:00,100.00%,100.00%
/blog/2009/08/25/well_how_did_we_get_here_the_r/,30,1.33,0:03:34,83.33%,83.33%
/blog/2009/09/08/what_difference_will_obamas_sp/,30,1.67,0:00:24,16.67%,33.33%
/blog/2009/09/16/political_science_tastes_bette/,30,1.5,0:00:33,100.00%,66.67%
/blog/2009/11/11/why_did_democrats_support_the/,30,1.83,0:02:51,66.67%,16.67%
/blog/2010/01/15/internal_vs_external_coherence/,30,1.17,0:00:04,33.33%,83.33%
/blog/2010/04/09/kyrgyzstan_as_a_rotten_door_tr/,30,1.33,0:00:19,83.33%,83.33%
/blog/2011/04/13/the_following_is_a_guest/,30,1,0:00:00,100.00%,100.00%
/blog/2011/05/01/site_migration_and_redesign/,30,3.17,0:01:27,16.67%,0.00%
/blog/2011/05/12/thanks-to-catie-bailard-and-paper-links/,30,1,0:00:00,83.33%,100.00%
/blog/2011/05/31/do-arab-media-stoke-anti-americanism/,30,1.83,0:03:08,33.33%,50.00%
/blog/2011/06/02/anthony-weiners-62-schedule/,30,1.33,0:00:33,83.33%,83.33%
/blog/2011/06/02/visualizing-impressions-of-the-republican-field/,30,1.17,0:00:06,66.67%,83.33%
/blog/2011/06/20/wow-that-jim-davis-has-some-pretty-controversial-opinions/,30,1.83,0:00:33,66.67%,83.33%
/blog/2011/06/21/the-effects-of-a-tax-receipt/,30,1.33,0:00:10,83.33%,66.67%
/blog/2011/06/22/life-getting-shorter-for-women-in-hundreds-of-u-s-counties-id-like-to-see-a-graph-of-relative-change-in-death-rates-with-age-on-the-x-axis/,30,1,0:00:00,50.00%,100.00%
/blog/2011/06/28/the-fallacy-of-composition-in-brownstone-brooklyn/,30,2.67,0:03:02,66.67%,50.00%
/blog/2011/06/29/james-vreeland-on-political-challenges-facing-imf/,30,2.17,0:02:28,83.33%,66.67%
/blog/2011/07/13/albedo/,30,4.83,0:12:03,66.67%,16.67%
/blog/2011/07/18/garbage-can-politics/,30,2.17,0:04:59,100.00%,66.67%
/blog/2011/07/26/politics-everywhere-sleazy-data-miners/,30,1.5,0:00:55,83.33%,50.00%
/blog/2011/07/30/from-the-political-economy-newsletter-earthquake-mortality-and-damage/,30,1.67,0:02:12,50.00%,83.33%
/blog/2011/08/01/will-the-joint-select-committee-on-deficit-reduction-succeed-more-thoughts-on-super-committees/,30,1.33,0:00:33,66.67%,66.67%
/blog/2011/08/04/why-approval-of-congress-matters-redux/,30,1,0:00:00,83.33%,100.00%
/blog/2011/08/06/the-relationship-between-sovereign-debt-and-sp-ratings/,30,1.5,0:00:14,100.00%,50.00%
/blog/2011/08/07/a-response-to-westen-obama-neither-two-sided-nor-mysterious/,30,1,0:00:00,100.00%,100.00%
/blog/2011/08/11/help-reform-the-institutional-review-board-irb-system,30,1,0:00:00,100.00%,100.00%
/blog/2011/08/15/uk-riots-then-and-now-more-of-the-same/,30,1.33,0:00:21,66.67%,66.67%
/blog/2011/08/17/phantom-states/,30,1.17,0:00:18,83.33%,83.33%
/blog/2011/08/25/whos-on-the-web-and-where-are-they/,30,1.83,0:00:56,100.00%,66.67%
/blog/2011/09/07/new-editorial-help-from-jonathan-robinson/,30,1.17,0:00:23,100.00%,83.33%
/blog/2011/09/08/the-euro-and-american-history/,30,3.17,0:02:49,66.67%,50.00%
/blog/2011/09/09/the-donkey-whisperer/,30,1,0:00:00,50.00%,100.00%
/blog/2011/09/26/pennsylvania-turkeys-propose-thanksgiving/,30,1,0:00:00,83.33%,100.00%
/blog/2011/09/30/occupy-wall-street-as-a-social-movement/,30,1.17,0:00:00,66.67%,83.33%
/blog/2011/09/30/why-michael-kinsley-is-wrong-about-chris-christies-weight/,30,2,0:00:35,66.67%,66.67%
/blog/2011/10/04/field-work-in-conflict-settings-or-the-anatomy-of-an-almost-ambush/,30,1.17,0:00:01,66.67%,83.33%
/blog/2011/10/07/getting-some-closure-on-suspensions/,30,1.5,0:00:00,83.33%,66.67%
/blog/2011/10/18/blogs-and-academic-research/,30,1.67,0:02:47,50.00%,66.67%
/blog/2011/10/28/special-world-series-edition-of-graphiti-win-probabilities-from-game-6/,30,1.17,0:00:00,83.33%,83.33%
/blog/2011/10/29/seif-gadhafi-and-the-international-criminal-court/,30,1.67,0:04:30,66.67%,50.00%
/blog/2011/10/31/when-can-you-trust-polling-about-ballot-measures/,30,1.33,0:00:25,83.33%,83.33%
/blog/2011/11/04/does-money-affect-election-outcomes-in-us-politics-a-quick-review-of-the-literature/?wpisrc=nl_wonk,30,1,0:00:00,83.33%,100.00%
/blog/2011/11/07/its-a-bird-its-a-plane-its-technocratic-government/,30,1.33,0:00:08,100.00%,83.33%
/blog/2011/11/11/this-week-in-political-science-money-edition/,30,1.5,0:01:23,66.67%,66.67%
/blog/2011/11/14/turnout-matters-evidence-from-compulsory-voting-in-australia/,30,1.17,0:00:00,66.67%,83.33%
/blog/2011/11/15/graphiti-the-gop-horse-race/,30,1.67,0:00:16,83.33%,66.67%
/blog/2011/11/23/rec-letter-rant/,30,2.83,0:06:45,100.00%,50.00%
/blog/2011/12/09/a-resonant-signal-the-russian-parliamentary-elections-of-december-2011/,30,2.17,0:03:42,66.67%,50.00%
/blog/2011/12/09/voter-decision-making-with-third-party-candidates/,30,1.33,0:00:59,83.33%,83.33%
/blog/2011/12/10/will-2012-be-an-anti-incumbent-year/,30,5.17,0:12:18,66.67%,66.67%
/blog/2011/12/19/actually-iowa-is-extremely-representative-in-terms-of-its-economy/,30,1.17,0:00:03,83.33%,83.33%
/blog/2011/12/28/we-really-dont-have-anti-incumbent-elections/,30,1.67,0:01:04,100.00%,66.67%
/blog/2012/01/01/is-academically-adrift-statistically-adrift/,30,1.5,0:04:29,100.00%,66.67%
/blog/2012/01/05/iowa-caucus-results-2012-vs-2008/,30,1,0:00:00,66.67%,100.00%
/blog/2012/01/11/the-new-hampshire-results-2012-vs-2008/,30,1.17,0:00:24,83.33%,83.33%
/blog/2012/02/06/redistricting-knows-no-bounds/,30,1,0:00:00,100.00%,100.00%
/blog/2012/02/08/does-romney-have-a-military-problem/,30,1,0:00:00,83.33%,100.00%
/blog/2012/02/10/voting-behavior-of-us-military-personnel/,30,1.33,0:00:38,66.67%,66.67%
/blog/2012/02/15/morphing-zombies/,30,1,0:00:00,83.33%,100.00%
/ugavi.jpg,30,1,0:00:00,100.00%,100.00%
/2007/12/are_voters_different_from_nonv.html,25,1,0:00:00,100.00%,100.00%
/2007/12/suicide_and_country_music.html,25,1.2,0:00:19,100.00%,80.00%
/2008/01/ben_bernanke_knows_how_to_run.html,25,1.2,0:00:16,60.00%,80.00%
/2008/01/intelligence_and_sociopolitica_1.html,25,1.2,0:02:42,60.00%,80.00%
/2008/01/polls_vs_prediction_markets_1.html,25,1,0:00:00,80.00%,100.00%
/2008/01/what_can_social_science_tell_u.html,25,1.4,0:04:53,20.00%,80.00%
/2008/02/academic_ethics_and_social_sci.html,25,2.2,0:01:36,60.00%,60.00%
/2008/02/classifying_things.html,25,1.4,0:00:02,60.00%,60.00%
/2008/02/michael_the_body_munger.html,25,2,0:01:06,20.00%,40.00%
/2008/02/new_fowler_paper.html,25,1.4,0:00:43,100.00%,80.00%
/2008/02/obama_clinton_and_contingency.html,25,3.6,0:07:45,40.00%,60.00%
/2008/02/post_50.html,25,1.4,0:01:24,80.00%,80.00%
/2008/02/post_57.html,25,1,0:00:00,60.00%,100.00%
/2008/02/skin_color_effects_on_politica.html,25,1.8,0:00:19,80.00%,80.00%
/2008/03/does_email_increase_turnout.html,25,1,0:00:00,100.00%,100.00%
/2008/03/more_visual_displays_of_inform.html,25,2.8,0:02:05,20.00%,40.00%
/2008/03/post_72.html,25,1.2,0:03:22,100.00%,80.00%
/2008/03/the_visual_display_of_quantita.html,25,2.2,0:01:16,20.00%,60.00%
/2008/04/poor_rural_voters_update.html,25,1.2,0:00:03,40.00%,80.00%
/2008/04/the_sources_and_limits_of_obam.html,25,1,0:00:00,60.00%,100.00%
/2008/05/commence_is_such_a_joyous_occa.html,25,1.4,0:00:14,80.00%,80.00%
/2008/05/pax_corleone.html,25,2.2,0:01:34,60.00%,60.00%
/2008/06/clinton_vs_obama_by_demographi.html,25,1,0:00:00,60.00%,100.00%
/2008/06/post_92.html,25,1.8,0:03:53,60.00%,20.00%
/2008/06/president_dukakis_says_be_care.html,25,1,0:00:00,40.00%,100.00%
/2008/07/does_releasing_exit_poll_resul.html,25,1.4,0:00:07,60.00%,80.00%
/2008/07/perceptions_of_racial_traits.html,25,1.2,0:00:12,60.00%,80.00%
/2008/07/reassessing_the_reassessment_o.html,25,1,0:00:00,60.00%,100.00%
/2008/08/a_former_alaskans_view_of_sara.html,25,1.8,0:01:38,0.00%,40.00%
/2008/08/a_new_blog_focusing_on_the_ele.html,25,1.2,0:00:05,60.00%,80.00%
/2008/08/fat_politics.html,25,1,0:00:00,60.00%,100.00%
/2008/08/relaxation_boredom_and_insight.html,25,1,0:00:00,80.00%,100.00%
/2008/09/party_id_and_those_jumpin_poll.html,25,1.4,0:00:04,60.00%,60.00%
/2008/10/bartels_on_partisan_realignmen.html,25,1.4,0:02:08,80.00%,80.00%
/2008/10/fun_historical_maps.html,25,1.6,0:05:54,20.00%,60.00%
/2008/10/is_that_a_700_billion_bazooka.html,25,2.2,0:01:40,20.00%,60.00%
/2008/10/obama_and_jewish_voters.html,25,1.2,0:00:04,40.00%,80.00%
/2008/10/paul_krugman_political_scienti.html,25,1.4,0:00:32,20.00%,80.00%
/2008/10/post_125.html,25,1.2,0:00:04,80.00%,80.00%
/2008/10/post_127.html,25,1.6,0:00:14,20.00%,80.00%
/2008/10/post_128.html,25,1.2,0:01:00,80.00%,80.00%
/2008/10/post_134.html,25,1,0:00:00,100.00%,100.00%
/2008/10/post_137.html,25,1.2,0:04:58,40.00%,80.00%
/2008/10/religion_and_social_issues_as.html,25,1,0:00:00,0.00%,100.00%
/2008/11/the_success_of_models_predicti.html,25,1.6,0:01:32,20.00%,60.00%
/2008/11/voter_turnout_a_prettier_plot.html,25,1,0:00:00,100.00%,100.00%
/2008/12/car_talk.html,25,1.6,0:00:34,80.00%,80.00%
/2008/12/google_searches_as_a_leading_i.html,25,1.2,0:00:16,60.00%,80.00%
/2008/12/post_141.html,25,1.2,0:00:05,60.00%,80.00%
/2008/12/post_142.html,25,1,0:00:00,80.00%,100.00%
/2008/12/why_do_states_share_nuclear_se.html,25,1.2,0:00:13,60.00%,80.00%
/2009/01/more_on_those_declining_turnou.html,25,1,0:00:00,80.00%,100.00%
/2009/01/ted_talks.html,25,1,0:00:00,40.00%,100.00%
/2009/01/the_hunt_for_campaign_effects_1.html,25,1.4,0:00:03,60.00%,60.00%
/2009/02/improving_scholarly_journals_p.html,25,1.4,0:00:05,80.00%,80.00%
/2009/02/post_165.html,25,1,0:00:00,100.00%,100.00%
/2009/03/a_new_rating_of_colleges_surfs.html,25,1.2,0:00:03,100.00%,80.00%
/2009/03/post_174.html,25,1.4,0:00:27,40.00%,60.00%
/2009/03/presidential_greatness_and_pol.html,25,1.2,0:00:08,80.00%,80.00%
/2009/04/matzah_take_two.html,25,1,0:00:00,60.00%,100.00%
/2009/04/red_and_blue_economies.html,25,1.2,0:00:03,40.00%,80.00%
/2009/04/some_of_my_best_friends_are_me.html,25,1.4,0:00:33,60.00%,80.00%
/2009/04/what_good_are_economists_anywa.html,25,2.8,0:01:27,40.00%,60.00%
/2009/05/how_much_partisanship_is_fake.html,25,2,0:02:54,0.00%,40.00%
/2009/05/i_wont_touch_that_except_to_sa.html,25,1.4,0:00:14,60.00%,80.00%
/2009/05/lgb_identifier_in_national_ele.html,25,1.4,0:06:00,40.00%,80.00%
/2009/05/sciencespo.html,25,1,0:00:00,80.00%,100.00%
/2009/05/standard_errors_from_nonrandom.html,25,1,0:00:00,80.00%,100.00%
